id,name,username
1037109242380144640,Ryan Masri,ryanmasri_
2570178294,Eleven Films,Eleven_Films
40145940,Rick Smith,RickSmithShow
798973032362606600,Rep. Val Demings,RepValDemings
20715936,Connie Schultz,ConnieSchultz
15740776,E. Jean Carroll,ejeancarroll
848148994102611969,Angry Staffer 🌻,Angry_Staffer
429531188,Teri Kanefield,Teri_Kanefield
821424486868254720,Onward Together,OnwardTogether
1613732948,Obamacare,Obamacare
631149574,SandaBlueDeux esq.ret.🌻,SandaBlueDeux
1079854463211397120,House Intelligence Committee,HouseIntel
806906355214852096,Rep. Jamie Raskin,RepRaskin
493526610,Mark Jacob,MarkJacob16
88749392,Judd Apatow 🇺🇦,JuddApatow
2810427563,Pointy from Google,pointy
1618360387,Matthew Boedy,MatthewBoedy
922893008172933120,@MODemPartyWomen,MdpwcStl
949828395474542592,STLWomensMarch,StlWomens
14922908,Karl Bode,KarlBode
200846651,@tiffanydcross,TiffanyDCross
728392263555026945,Oona Hathaway,oonahathaway
1073047860260814848,NoelCaslerComedy,caslernoel
291192260,Geoff Garin,geoffgarin
23593446,David Cicilline,davidcicilline
149626146,Leah Greenberg,Leahgreenb
248482567,Ezra Levin,ezralevin
46833541,Reza Marashi,rezamarashi
255036353,Lis Power,LisPower1
198357693,Kimberley Johnson 🇺🇦,AuthorKimberley
594175899,Mikel Jollett,Mikel_Jollett
1090715513586679813,Read Wobblies and Zapatistas,JoshuaPotash
813158712,Wendy Siegelman,WendySiegelman
4888600459,Chris Vickery,VickerySec
46775436,Mrs. Betty Bowers,BettyBowers
22771961,Jim Acosta,Acosta
225265639,Daniel Dale,ddale8
16459325,ryan teague beckwith,ryanbeckwith
1144276612470444032,Lisa Page,NatSecLisa
1060296350435340288,DumpsterFire45,DFire45
1071510578190053381,Elisa Cardnell,ElisaCardnell
137219209,Jill Schupp,JillSchupp
392388579,Bad Lip Reading,BadLipReading
40353407,Elie Mystal,ElieNYC
84653850,Brendan Nyhan,BrendanNyhan
27792033,Travon Free,Travon
311276757,Michael Blake,MrMikeBlake
274294204,Will Sommer,willsommer
1197574323038556161,Logan Murphy,Murphy111L
31611298,Jim Himes 🇺🇸🇺🇦,jahimes
1152385955187298304,Shannon in Ohio 4,ShannonFreshour
731616058495389696,Tedra Cobb,TedraCobb
1088927800327835648,Consumer Power Network,ReformFox
113064158,Ned Price,nedprice
2835886194,The Late Show,colbertlateshow
14251225,John Heilemann,jheil
820354372827758592,Ben Rhodes,brhodes
130496027,Jon Favreau,jonfavs
288277167,Aaron Rupar,atrupar
98172698,Airbag Moments 🇺🇦 🌻😷💉,airbagmoments
3301508964,UpFront,AJUpFront
110213124,*The* Editorial Board,johnastoehr
150078976,Chris Murphy,ChrisMurphyCT
30354991,Kamala Harris,KamalaHarris
896778379143327746,Persist! We Are All Ukraine!,KennysLittleBro
212657985,Michelle Goldberg,michelleinbklyn
1216789842,🖕🏻Aunt Crabby Calls Bullshit 🖕🏻,DearAuntCrabby
2836421,MSNBC,MSNBC
17470695,Jacob Kornbluh,jacobkornbluh
218325695,Ben Jacobs,Bencjacobs
819265555832143872,Jesse Lee,JesseCharlesLee
454099919,Michael McFaul,McFaul
1003107003693137921,Glenn Kirschner,glennkirschner2
1549766052,Martin Rogue 🇺🇸 🇺🇦,rogue_martin
15764644,Nancy Pelosi,SpeakerPelosi
65277959,Shimon Prokupecz,ShimonPro
553102260,Olivia Gazis,Olivia_Gazis
89680611,St. Louis American,StLouisAmerican
11740172,Charles Jaco,charlesjaco1
75316454,Rachel Lippmann,rlippmann
2900911838,Marc Zahav,marczahav
3101998342,Robert James 🌊 The “big lie” is just a big lie🤥,studentsfordemo
39279821,Brian Klaas,brianklaas
1081222837459996672,Rep. Katie Porter,RepKatiePorter
259395895,John Harwood,JohnJHarwood
914588454,Hugh Grant,HackedOffHugh
2537753422,Bobby Lewis,revrrlewis
784575415457308672,The Hoarse Whisperer,TheRealHoarse
31767258,Carlos Edwards,rcarlosnyc
47762195,Queerjohn PA 🇺🇦,QueerjohnPA
1228462620,Andrew Lawrence,ndrew_lawrence
2223157392,Norman Ornstein,NormOrnstein
16106825,Steve Kantrowitz,skantrow
322735335,zeddy,Zeddary
929823128259387392,Frank Figliuzzi,FrankFigliuzzi1
408902268,Tim Wise,timjacobwise
24752038,julie k. brown,jkbjournalist
366757095,Labor Tribune,STLLaborTribune
1569554466,Missouri House Democratic Caucus,MOLegDems
15288936,Political Fix,stlpolitics
18948541,Seth MacFarlane,SethMacFarlane
87044545,Jason Hancock,J_Hancock
14364006,Jason Rosenbaum,jrosenbaum
11265832,FOX2now,FOX2now
1142819419,Sean Fauss,SeanFauss
233842454,Justin Amash,justinamash
2491804962,Jess Piper,EnglishTeach07
275188447,Nathan Detroit,nathandetroit64
825776310790266883,Mayday Mindy🌊🌻🇺🇦,maydaymindy9
28395645,Tom Arnold,TomArnold
130557513,Mehdi Hasan,mehdirhasan
14298769,Molly Jong-Fast,MollyJongFast
96675300,Maya Wiley,mayawiley
759251,CNN,CNN
892275857779118080,Devin Nunes’ cow 🐮,DevinCow
11744152,Yashar Ali 🐘,yashar
21059255,Ted Lieu,tedlieu
21733692,Wajahat Ali,WajahatAli
25728193,Jennifer Gunter,DrJenGunter
3364200915,Madeline Peltz,peltzmadeline
35586563,Jemele Hill,jemelehill
40302336,Rep. Nadler,RepJerryNadler
442593662,Pat Bagley,Patbagley
780206406024691712,Neal Katyal,neal_katyal
3223426134,Seth Abramson,SethAbramson
15446551,Christine Pelosi,sfpelosi
138203134,Alexandria Ocasio-Cortez,AOC
20764031,Greg Olear 🇺🇦,gregolear
68752979,jordan,JordanUhl
26642006,Alyssa Milano,Alyssa_Milano
262799542,Wanda Sykes,iamwandasykes
248300454,T. Rafael Cimino,TRafaelCimino
21718006,marc maron,marcmaron
2889924959,Claude Taylor,TrueFactsStated
870429873621172226,Scott Stedman,ScottMStedman
7325832,julie 🌻,jsigwart
41223126,Stonekettle,Stonekettle
84957890,Nick Hanauer,NickHanauer
47034524,Rick Hasen,rickhasen
724282165178032131,Eyes on the Right,EyesOnTheRight
3046883766,William Sturkey,william_sturkey
75974281,Samuel L. Jackson,SamuelLJackson
2496335227,rantt,ranttmedia
50374439,Tom Hanks,tomhanks
1049497170007724032,Pieter Hanson,Thatwasmymom
186576781,Jon Hanson,DancinJonHanson
146290693,Colin Hanks,ColinHanks
523804354,Richard Yeselson,yeselson
561516853,Jane Mayer,JaneMayerNYer
340613443,Ronan Farrow,RonanFarrow
124003770,Cher,cher
886357871373438977,Curtis Ingraham,CurtisIngraham1
16912124,Eric Garland,ericgarland
860555190,Nicolle Wallace,NicolleDWallace
20742461,Tim O'Brien,TimOBrien
42995067,Brian Fallon,brianefallon
818282957618216960,Samantha Power,SamanthaJPower
931567118545330176,Mac McKinsey,MacMcKinseyIV
1025333759573471233,Peter Strzok,petestrzok
986347466965618694,"Billy Wayne Ruddick Jr., PhD",BillyWRuddick
986353107998330880,Colonel Erran Morad,ErranMorad
4185877812,Sacha Baron Cohen,SachaBaronCohen
3239264239,Contemptor,TheContemptor
43399772,Jody Hamilton,fromthebunkerjr
454071012,Jill Wine-Banks,JillWineBanks
786309892990574592,Steve Schmidt,SteveSchmidtSES
17261066,Adam Best,adamcbest
2602262088,David Neiwert,DavidNeiwert
2783484649,Janine Kube,KubeJ9
14246088,Jacob Soboroff,jacobsoboroff
218975278,"Jennifer ""Pro-privacy"" Rubin",JRubinBlogger
444750289,Rhonda Hansome,RhondaHansome
942156122,Rep. Eric Swalwell,RepSwalwell
964032914626359296,Cameron Kasky,cameron_kasky
15441965,Ari Melber,AriMelber
59031230,Eugene Robinson,Eugene_Robinson
115883210,Liz 😒,childfreediva
14986841,🌻 Shelley 💙 Powers 🌻,shelleypowers
251918778,Michael Avenatti,MichaelAvenatti
249346453,Matt Oswalt,MattOswaltVA
1915033663,David Hogg ☮️,davidhogg111
18653078,Timothy Simons,timothycsimons
965266179836252161,X González,callmeX
3375809956,Bad Fox Graphics,BadFoxGraphics
24428699,Richard W.,IceManNYR
49217025,Ruben Gallego,RubenGallego
24768753,Sherrod Brown,SherrodBrown
1058520120,Tammy Duckworth,SenDuckworth
23824000,Frank-STOP-Christian-Nationalist-Fascism-Schaeffer,Frank_Schaeffer
32876210,Richard Marx,richardmarx
493714995,John Pavlovitz,johnpavlovitz
19983050,Michael Wolff,MichaelWolffNYC
3060489838,Kevin M. Kruse,KevinMKruse
461697741,Chris Lu,ChrisLu44
23645988,andy lassner,andylassner
25289529,Buzz Burbank,MichaelJElston
76837768,Ady Barkan,AdyBarkan
132496568,NY AG James,NewYorkStateAG
19086859,Rebecca Traister,rtraister
1055907624,Joe Kennedy III,joekennedy
887418059501305858,The Beat with Ari Melber on MSNBC 📺,TheBeatWithAri
178261451,Himay Co.,HimayCo
2334193741,James Comey,Comey
22084427,rob delaney,robdelaney
12599412,lvdjgarcia,lvdjgarcia
33537161,JustJanis,jsavite
16818109,Samy St Clair 📷 ✍️✈,SamyStClair
256159524,Lauren Windsor,lawindsor
304932002,David Mack,davidmackau
19084896,Rick Wilson,TheRickWilson
751283435382067202,Olga Lautman 🇺🇦,OlgaNYC1211
17833574,Hal Sparks,HalSparks
856596564516651008,Voter Protection Project,defendvoting
22187085,Citizens for Ethics,CREWcrew
2573480784,Malcolm Nance,MalcolmNance
870077183028604928,Direct Left,DirectLeft
23954775,The Rude Pundit,rudepundit
18320938,(((DeanObeidallah))),DeanObeidallah
816871169651568640,Indivisible STL,Indivisible_STL
818538605006225408,Indivisible St.Louis,indivisiblestl
809950501538304001,Brennan Gilmore,brennanmgilmore
19802846,ARM #VoteDEM,ArmVoteDem
80096621,Bryan Cranston,BryanCranston
15576928,ya girl,goldengateblond
4900058284,Fernand R. Amandi,AmandiOnAir
12231932,JackiSchechner,JackiSchechner
2863996955,Richard W. Painter,RWPUSA
4097985741,Pepys's Bryndza 🇺🇲 🇺🇦 🐝,cromgood
540543234,Jamie Carter- ProChoice & Pissed Off,JCTheResistance
25341604,Anne Rice,AnneRiceAuthor
21001599,Brian J. Karem,BrianKarem
47475039,Sarah Kendzior,sarahkendzior
291282549,Justin Unga,justinunga
292083207,Randy Bryce,IronStache
1383272101,Andy Slavitt 💙💛,ASlavitt
14247236,Scott Dworkin,funder
731132367058968576,Formerly 'AM JOY' on @MSNBC,amjoyshow
2906764318,Abortion Access Front,AbortionFront
755835576,Holly Figueroa O'Reilly,AynRandPaulRyan
862648809612079104,Consumer Power Network,ConsumerPwrNet
2922928743,Dan Pfeiffer,danpfeiffer
892219807,Bradley Whitford,BradleyWhitford
30726383,Nick Jack Pappas,Pappiness
926620369,Ron Perlman,perlmutations
834081571493785600,Preet Bharara,PreetBharara
272046614,Jim Morin,MorinToon
2233154425,Stephen King,StephenKing
27952164,Shar G,hapkidogal
17365683,Kathy Riordan,katriord
55948054,Matthew Miller,matthewamiller
716813053,Matthew Chapman,fawfulfan
13168412,Rebecca Pilar Buckwalter-Poza (they/she),rpbp
23637488,"Tracy Blake, MPS",GRASSGURU
810590628727914496,Indivisible Guide,IndivisibleTeam
24303274,Apparently Boosted Steve,Steverocks35
828706394073395201,Let America Vote,LetAmericaVote
14764149,JK 🇺🇦 Слава Україні!,jfk117
813286,Barack Obama,BarackObama
78687007,insufficient data 😷F💉M💉M💉M💉,d1876o88
760535305,PaulRyanPeak,PaulRyanPeak
5513002,Steve Marmel 💉💉💉💉,Marmel
164554364,HawaiiDelilah™ votes DEMOCRATIC BLUE,HawaiiDelilah
9039792,c.gerrish,cgerrish
14820509,waltb31,waltb31
333014276,Janice Jhana Elks🇺🇸🇺🇦,OMAHAGEMGIRL
80415454,Republicans Are Dangerous to Democracy,LiberalFenix
29509060,Brilliant Germ,expatina
314507784,David Saliba,salibalaw
18825344,Alex 🇺🇸,linksteroh
16911584,Corinne Marasco,CorinneAM
23608092,LTS #IStandWithUkraine,LisaToddSutton
16256826,Jodi 🇺🇦,jodotcom
161594344,☮️ Sandearl 🇺🇦 #StandWithUkraine,sandearl
149751818,Jillian Hurley 🌻,JillianSaysNow
20744708,Jason Kander,JasonKander
5971922,Boing Boing,BoingBoing
767,Xeni,xeni
2316383071,"Caroline Orr Bueno, Ph.D",RVAwonk
2648717641,Lisa Fittko🌻,lisafittko
311677386,#Overeducated Debrianna📢,DMansini
835578634517819393,Voicefeed,voicefeed
25203361,ROSIE,Rosie
4797361833,Tom Perez for Maryland Governor,TomPerez
119586158,DonkeyHotey,DonkeyHotey
28406270,Kumail Nanjiani,kumailn
6267962,Dan Gillmor,dangillmor
25180501,You can’t order democracy like it’s instacart,GregProops
62513246,J.K. Rowling,jk_rowling
8431652,𝑺𝒉𝒐𝒒,Shoq
247114704,Wendell Pierce,WendellPierce
166669818,Vicente Fox Quesada,VicenteFoxQue
19568591,Ana Navarro-Cárdenas,ananavarro
824027211158130692,BadlandsNPSFans,BadIandsNPSFans
1536791610,President Obama,POTUS44
470192426,Matt Sabuda,MattSabuda
245424983,Randi Weingarten ☮️🇺🇦,rweingarten
2400284491,Rev. Dr. William J. Barber II,RevDrBarber
14529929,Jake Tapper,jaketapper
15268600,Jeff Sharlet,JeffSharlet
262856460,Reza Aslan,rezaaslan
16228398,Mark Cuban,mcuban
10371822,Melissa Ryan,MelissaRyan
39000115,Katy Tur,KatyTurNBC
15464697,Judd Legum,JuddLegum
61734492,David Fahrenthold,Fahrenthold
215207998,Kurt Eichenwald,kurteichenwald
603025587,Howard Dean,GovHowardDean
14515799,Brian Stelter,brianstelter
738080573365702657,Rob Reiner,robreiner
17579312,Tony Schwartz,tonyschwartz
738538436,David Simon,AoDespair
29465136,Mediaite,Mediaite
961431818,Bill Day,BillDaytoons
2881295272,Red,Redpainter1
1176994477,The Lead CNN,TheLeadCNN
188014427,Matthew,AddInfoOrg
91729248,NYer in Florida,JesseLaGreca
216776631,Bernie Sanders,BernieSanders
1339835893,Hillary Clinton,HillaryClinton
29417304,deray,deray
87969610,Rory Albanese,RoryAlbanese
755113,Shaun King,shaunking
42490721,HK,HenryKrinkIe
34556109,Frank Conniff,FrankConniff
60718655,Missouri Democrats,MoDemParty
1415497340,Protect MO Families,protectMO
3089766685,IUOE Local 148,IUOE148
53176629,Teamsters,Teamsters
14240875,AFSCME,AFSCME
16150136,Tony Messenger,tonymess
55994044,Chris capper Liebenthal,Cog_Dis
65293006,GOP❤️’s🇸🇮more than🇺🇸,VegasJessie
92063809,Brian Nam-Sonenstein,bsonenstein
42921216,KSDK News,ksdknews
6039302,St. Louis Post-Dispatch,stltoday
17448965,Riverfront Times,RiverfrontTimes
121350024,ShooterOneSix,ShooterOneSix
66002823,shmendrick lamar,nehedari
18086746,Feelgood Style,feelgoodstyle
16170253,Ryan Grim,ryangrim
20281013,Evan McMorris-Santoro,EvanMcS
15463671,Sam Stein,samstein
7768402,Ryan J. Reilly,ryanjreilly
14090948,Antonio French,AntonioFrench
2653646648,Literally Twitchy,TwitchyDotDum
15730608,Roy Edroso,edroso
19734832,Sarah Kliff,sarahkliff
2347049341,Vox,voxdotcom
342710991,IBEW Local One,IBEWLocal1
2369834990,STL City Labor Club,citylabor
2329066872,The Intercept,theintercept
45924487,Clay Aiken,clayaiken
2285238404,Governor Asshole,GovernorAsshole
161752401,Michael Shure,michaelshure
16326882,Adam Serwer 🍝,AdamSerwer
858646280,1% Better,OnePercntBetter
167518667,Matt O'Brien,ObsoleteDogma
29309901,Eric W. Dolan,EWDolan
97503010,American Voices with Alicia Menendez,AliciaOnMSNBC
250712477,Steve M.,nomoremister
23353857,EllenB,NewsHoundEllen
56818889,The Contributor,ContributorNews
11856592,MSNBC Road Warriors,TheRoadWarriors
179732982,The Daily Edge,TheDailyEdge
18080729,🎙️ @MakeItPlain with @ministter,MakeItPlain
17301707,The Ring of Fire,RingOfFireMedia
23761008,Chris Savage,Eclectablog
30000912,Feministing,feministing
14873618,David Atkins,DavidOAtkins
26165922,Ian Millhiser,imillhiser
1525391,✂️ 𝙏𝘦𝘯𝘨𝙧𝘢𝙞𝘯 🇺🇦 Wolverines!,Tengrain
57405911,Democracy for America,DFAaction
65342557,Ben Dimiero,bendimiero
1377719425,Look at This Asshole ⬇️,assholeofday
63013144,Sarah Reese Jones,PoliticusSarah
14792049,PoliticusUSA,politicususa
55376380,Matthew Gertz,MattGertz
576318595,Tim Johnson,timberwjohnson
18140939,Jeremy Holden,JerAHolden
22036565,Zachary Pleat,zpleat
15290909,Richard (RJ) Eskow,rjeskow
15923226,Washington Journal,cspanwj
69193833,Velshi on MSNBC,VelshiMSNBC
1330457336,Bill Clinton,BillClinton
310482542,The National Memo,NationalMemo
1286312880,All In with Chris Hayes,allinwithchris
27754737,Top Conservative Cat (cat/cat),TeaPartyCat
863654142,Working Missouri,WorkingMissouri
14216838,Professor Rex,quinnelk
20415005,Boosted for Truth,Bobblespeak
50446226,Jonathan Chait,jonathanchait
17580293,Arturo R. Garcia,aboynamedart
14606079,ProPublica,propublica
4970411,Al Jazeera English,AJEnglish
466519303,John Nichols,NicholsUprising
16356190,AMERICAblog News,americablog
36389300,Lynn Parramore,LynnParramore
357606935,Elizabeth Warren,ewarren
16160352,Claire McCaskill,clairecmc
330361451,Dean Baker,DeanBaker13
182503471,The Last Word,TheLastWord
22990962,KMOX St. Louis News,kmoxnews
18644548,Mark Crispin Miller,mcrispinmiller
326938003,Mike Lux,ProgressiveLux
14695985,SEIU,SEIU
354399766,Catherine Crier,CatherineCrier
15918708,Roll Call Politics,rollcallpols
385799764,Meteor_Blades,Meteor_Blades
20454385,Laura Clawson,LauraClawson
541329760,Viewpoint,ViewpointCTV
394741838,Richard Trumka,RichardTrumka
41017380,Alan Grayson,AlanGrayson
44185285,(((jazzidiot))) 🇺🇦,jazzidiot
17827531,Eli Yokley,eyokley
68009696,Scott Charton,ScottCharton
27401924,murray waas,murraywaas
330592913,Martin Bashir,BashirLive
46213956,Jamil Smith جميل كريم,JamilSmith
17094311,Jason Leopold,JasonLeopold
15691197,Atrios,Atrios
40912473,Justin Elliott,JustinElliott
18276341,Kevin Drum,kdrum
17293897,Andy Borowitz,BorowitzReport
61220477,PublicPolicyPolling,ppppolls
158414847,The Daily Show,TheDailyShow
428333,CNN Breaking News,cnnbrk
79797834,Roger Ebert,ebertchicago
475286355,Melissa @ MSNBC,MHPshow
19605981,Truthout,truthout
16002507,Weatherbird,Weatherbird
792853934,Invisible Obama,InvisibleObama
20772763,Charles M. Blow,CharlesMBlow
617825073,Will McAvoy,WillMcAvoyACN
121489431,Charles P. Pierce,CharlesPPierce
295855693,Ed Kilgore,ed_kilgore
104868688,Stop Rush Limbaugh,StopRush
817652,memeorandum,memeorandum
155823836,jason alexander,IJasonAlexander
266294509,Newsy News,NewsyTeam
158426909,Lawrence O'Donnell,Lawrence
112255972,The Jewvian,Jewvian
11866582,LOLGOP,LOLGOP
21634627,Jonathan Cohn,CitizenCohn
338608917,David Cay Johnston,DavidCayJ
15455314,Jamison Foser,jamisonfoser
20818801,Daily Kos #CodifyRoeNOW,dailykos
266715173,Washington Monthly,monthly
15220768,David Corn,DavidCornDC
242947397,Blue Texan,BlueTexanTweets
435170791,CREDO SuperPAC,CREDOSuperPAC
16300569,Jackie & Dunlap,redstateupdate
380076436,subparwelder,ChappyStL
429843808,NewsHound Alex,NewsHoundAlex
271071195,Rob Zerban,robzerban
16303106,Stephen Colbert,StephenAtHome
16313934,Political Correction,PoliCorr
18634085,BuzzFlash,buzzflash
429227921,Cenk Uygur,cenkuygur
26993825,William K. Wolfrum,Wolfrum
17001490,Juan Cole,jricole
326255267,andrew kaczynski,KFILE
7900962,Lee Fang,lhfang
11262752,Diane Sweet,DianeSweet
47387039,Yves Smith,yvessmith
21785215,Charles Johnson,Green_Footballs
85929681,Brian Matthews,DrBrianMatthews
65456062,Missouri AFSCME,MOAFSCME
21257340,fatty hearst,fatty_hearst
14834340,Jay Rosen,jayrosen_nyu
385744607,OccupySTL,stloccupy
24712487,"David Waldman-1, of Yorktown LLC™",KagroX
14075928,The Onion,TheOnion
177759074,Missouri AFL-CIO,MOAFLCIO
19120401,Fired Up! Missouri,FiredUpMissouri
24843232,Hunter,HunterDK
189757417,Liberal Saint Louis,LiberalStLouis
125772394,Occasional Planet,Occas_Planet
39854313,Ryan Hobart,rhobart
59146308,TransHaven Missouri,TransHaven
19950642,Patricia Bynes,PatriciaBynes
237496811,Realmatic,afroscribe
246603541,Transit TurningPoint,TransitTP
10421232,Jeff McIntire-Strasburg 🐶🏋️🏙️ 🦽,jeffmcstras
14289923,Jaelithe,jaelithe
18752900,Erich Vieth,erichvieth
3588851,Ed Reggi,edreggi
404133,Bill Streeter,billstreeter
229267492,Mark Addlands,Rollerreader
147587361,sean soendker nicholson,ssnich
18489148,Pamela Merritt,SharkFu
13518652,Cathy Sherwin,cathysherwin
225106180,MO Jobs with Justice Voter Action,MOJwJ
335536584,Daily Kos Labor,DKLabor
14957147,The Young Turks,TheYoungTurks
14326805,Tina Dupuy,TinaDupuy
131497030,Van Jones,VanJones68
297067961,Jared Bernstein,econjared
160010755,John W. Dean,JohnWDean
16122373,Sharif Kouddous,sharifkouddous
18978610,Sally Kohn,sallykohn
255781062,Progress Missouri,ProgressMO
240921277,Celinda Lake,celindalake
82649553,Rep Donna F Edwards,repdonnaedwards
300406017,Newt Blingrich,NewtBlingrich
27558166,Murshed Zaheed,murshedz
16906137,pourmecoffee,pourmecoffee
